text,language,split
"Su resultado más destacado de la temporada llegó en la Ruta del Sur, en el que logró un buen 7.º puesto en la general, además de ser 4.º en su etapa reina entre Bagnères-de-Bigorre y Val-Louron y 15.º en la etapa de Saint-Gaudens a Castres. También obtuvo un 12.º puesto en la etapa reina del Dauphiné Liberé acabada en el Col du Béal. Sorprendentemente se quedó fuera del equipo del Tour de Francia en el que se veía como un buen complemento a Thibaut Pinot.",spa,train
"Empresas coaligadas: Se trata de la denominada tarjeta de fidelización multipatrocinador, también conocida como, programa de multifidelización de marcas y es una fórmula de gran éxito comercial en todo el mundo. Compañías de diferentes sectores se agrupan para premiar a sus clientes con descuentos, beneficios, puntos canjeables por viajes y regalos por la compra de sus productos o servicios.",spa,train
"El departamento se subdivide en municipios, cuya administración está a cargo de un alcalde y un concejo municipal, son elegidos por voto popular y por un periodo de cuatro años.",spa,test
"La programmation des matchs du championnat 2006-2007 est aménagée de façon à tenir compte du fait que les joueurs internationaux sont très sollicités avec, outre le Top 14, les matchs du Tournoi des six nations 2007, ceux de la Coupe d’Europe et la préparation de la Coupe du monde 2007 organisée par la France. Le championnat est interrompu pendant près de deux mois, entre le 27 janvier et le 23 mars 2007. La finale est remportée par le Stade français aux dépens de l'ASM Clermont Auvergne. Le championnat 2007-2008 est remporté par le Stade toulousain également aux dépens de l'ASM Clermont, les Toulousains gagnent ainsi un 17e titre de champion de France et Clermont échoue une nouvelle fois en finale.",fra,train
"2008年，魏德聖首部劇情長片《海角七号》創下5.3億元的票房後，他決定重啟拍攝此片的計畫，將籌畫12年的構思付諸實行，2009年10月27日，在資金尚未完全到位的情况下，在博客來售票網上販售《賽德克·巴萊》開鏡紀念套票，限量10,000張，預計兩年後電影上映時可以使用。但因資金短缺之壓力，影片拍攝期間還須到處借錢。",zho,train
"Le 17 février 1794, il est nommé conservateur du dépôt de Nesle. Ce dépôt a contenu un grand nombre d'œuvres d'art, d'objets scientifiques et de curiosités qui ont été depuis envoyés dans les musées, les bibliothèques et palais.",fra,train
约翰·肯尼迪最初提出了一个全面的美国移民政策，后来成为了《1965年美国移民和国籍法案》，由肯尼迪的参议员兄弟爱德华·肯尼迪发起。这个政策戏剧性地指出，移民的来源地从北欧和西欧国家转移到拉丁美洲和亚洲国家，并且把挑选移民的条件转移到“促进家庭团聚”。肯尼迪希望可以突破原先以移民原居住国家为重点的挑选条件，他也把这项政策看做对民权政策的延伸。,zho,test
"In 1975, he started to record music under the alias The Stars. Two years later, he formed the Butler, Pennsylvania based rock band The Eyes. The band's album, New Gods: Aardvark Through Zymurgy was released in 1977 and has been called ""the holy grail of psychedelic collectibles."" In 1978, The Eyes (with two personnel changes) evolved into The Todd Clark Group, who released their ""We're Not Safe!"" album in 1979.",eng,val
1月25日，特朗普在國土安全部簽署行政命令，下令在美國和墨西哥邊境興建圍牆，興建圍牆的費用由墨西哥負擔，令墨西哥總統涅托不滿，涅托隨後宣布取消訪問美國的行程。同日，他簽署另一份行政命令暫停對收容非法移民的「避難城市」的聯邦撥款。2月17日，參加首架波音787-10下線典禮在波音南卡羅來納廠，再度重申『美國優先 America First』的政策。3月2日在造訪維吉尼亞州紐波特紐斯造船廠並登上CVN78福特號航母演說，表示將航空母艦由現有的10艘增加到12艘，讓美軍擁有世界最精良的裝備。,zho,train
賴清德出生於臺北的一個礦工家庭，臺灣大學復健醫學系畢業、成功大學學士後醫學系畢業、美國哈佛大學公共衛生學院碩士。原任成大醫院主治醫師，之後因擔任陳定南全國醫師後援會總召集人而從政，曾經多次當選國民大會代表與立法委員；2010年當選臺南市市長並連任一次，第二任任內被蔡英文總統任命為行政院長，組織賴清德內閣。,zho,train
"At about the same time as the AT&T Building, Johnson and Burgee completed other remarkable postmodern skyscrapers; the Bank of America Center (Formerly Republic Bank Center) in Houston (1983) and the PPG Place, the headquarters of the Pittsburgh Plate Glass company (1979–84). Both buildings combined modern materials, construction and scale with suggestions of traditional architecture. The forms of PPG Place suggested the neogothic tower of the Houses of Parliament in London, while the Bank of America Center appeared inspired, on a colossal scale, the stepped houses of Flemish Renaissance architecture.",eng,train
"Hay una diferencia en las tasas de divorcio observadas entre los distintos tipos de matrimonios arreglados. Las tasas de divorcio en los países islámicos con matrimonios consanguíneos arreglados, como Arabia Saudita, Turquía, Egipto, Qatar, Jordania es de entre 20% a 35%,[123]​ en contraste con el menos del 10% de las tasas de divorcio en matrimonios arreglados no consanguíneos entre los Amish, hindúes y judíos ortodoxos.",spa,train
"Marty y Buttons al darse cuenta de esto, van a rescatarla, sin embargo, ellos son rodeados por los Maxes. Aquí, es cuando Marty (sin darse cuenta) es controlado por el puño de Eon, siendo protegido de pies a cabeza por una armadura robot, lo que significa, que el puño ha encontrado a su heredero.",spa,test
"El Acetoacetil-CoA es el precursor del HMG-CoA en la ruta metabólica del mevalonato, que es esencial para la síntesis del colesterol. También tiene un papel importante en la síntesis de cuerpos cetónicos que se produce en el hígado, sobre todo en pacientes con diabetes mellitus, ya que una deficiencia aguda de insulina conduce a una estimulación de la lipólisis y de la gluconeogénesis, y este aumento de acetil-CoA procedente de la β-oxidación de los ácidos grasos, provoca una acumulación en el hígado que condensa mediante la enzima mitocondrial 3-cetotiolasa a acetoacetil-CoA, que puede luego derivar en los cuerpos cetónicos.",spa,train
"La commune possède un cabinet médical qui accueille un médecin, un dentiste, une infirmière, un kinésithérapeute et un podologue (rue Jean-Moulin). Roissy relève de l'hôpital de Gonesse (25, rue Pierre-de-Theilley).",fra,train
"Dedicado a la poesía desde la adolescencia, publicó su primer libro en 1993, cuando tenía dieciocho años. En 1995 creó Ediciones Vitruvio, editorial especializada en libros de poesía. Ha colaborado en medios escritos, como la revista Placet o El desván, y en la Emisora de Radio Onda Madrid, donde comentaba los libros más destacados. Es autor de ensayos sobre literatura, y de la novela Taller de poesía, que ha sido recomendada en varios colegios e institutos y trata sobre la historia de la poesía del siglo XX. Su libro Cadena perpetua, que resume su producción poética, viene incorporado en fábrica en el ebook de la marca Inves. En 2011 recibió el Premio de la Critica de Madrid por su libro, Ana Frank no puede ver la luna, del que se han hecho ya seis ediciones, cuatro en España, una en Méjico por la editorial Litteris y otra en Guayaquil por El Quirófano ediciones. En 2015 volvió a la Grafología publicando ¿Con qué político te irías a cenar esta noche? donde analizó la letra y la personalidad de los políticos actuales.",spa,train
"Mainstream Newspapers, R.I.P., 1996: Cover story predicting the decline of daily newspapers by 2006, a prediction which has largely come true",eng,train
"Un capitán robot del CDF, líder de sus tropas. Es un fornido robot con armadura azul (similar a la que visten las tropas de tierra del CDF, aunque aparentemente de un nivel superior) que dispone de misiles múltiples, de cañones en sus brazos y de una superarma dual especial llamada ""Gigacañón Tempestad"". Magnum confía en su enorme potencia de fuego para atacar a distancia, aunque también se lo ha visto luchar cuerpo a cuerpo. Posee una enorme resistencia física, ya que es capaz de aguantar la mayoría de ataques de sus adversarios. Magnum es un guerrero extremadamente poderoso, que se hace valer por haber derrotado a los adversarios más fuertes; de hecho, fue capaz de plantar cara a Lluvia, de los Cuatro Barones Invencibles, y de retener él solo al Gigantor con su cañón. También se ha enfrentado a Scar, saliendo victorioso, a Khan y al General, contra el que no pudo hacer gran cosa debido a su inmenso poder.",spa,train
"He was also the publisher of the fetish magazine AtomAge, which featured many of his clothing designs. It had two sister publications, The Rubberist and Dressing For Pleasure, both of which are now published by Dave Watson of G&M Fashions.",eng,train
"En mai 1993, le journaliste du journal de 20 heures de TF1 Alain Bévérini est entarté pendant l'interview de l'actrice américaine Holly Hunter. Noël Godin est arrêté mais relâché quelques heures plus tard, bien que Bévérini ait porté plainte pour voie de fait. En avril 2004, l'événement fut nommé par TF1 numéro 2 des « 100 plus grands scandales de la TV »,.",fra,test
En 2017 recibió el galardón en los Premios AVN a la Mejor escena de sexo en grupo[2]​ por Orgy Masters 8.[3]​ En esos premios también tuvo una nominación a la Mejor escena de sexo lésbico en grupo por Girls Girls Girls.[4]​,spa,train
"Beaugrand aura été affecté tout au long de sa vie par de sérieux problèmes de santé (asthme), qui l'ont forcé à chercher refuge sous des cieux plus cléments et des climats plus favorables. Il est décédé le 7 octobre 1906 à Montréal. En conformité avec ses volontés, il a été incinéré, sans cérémonie religieuse, et ses cendres ont été enterrées près de celles de sa femme protestante, au cimetière Mont-Royal à Montréal dans la section F3.",fra,train
"Suivent notamment plusieurs réalisations de Cecil B. DeMille, dont L'Admirable Crichton (1919, avec Thomas Meighan et Gloria Swanson), Les Dix Commandements (1923, avec Theodore Roberts et Charles de Rochefort) et Le Roi des rois (1927, avec H. B. Warner et Dorothy Cumming).",fra,val
"Avec l’attrait du genre, la réputation de quelques troupes passa les monts. Henri III fit venir en France, en 1576, pour se rendre favorables les États de Blois, celle des Gelosi (jaloux de plaire), dirigée par Flaminio Scala dit Flavio, auteur de nombreux scénarios, troupe qui comptait dans ses sociétaires Francesco Andreini et sa femme, la célèbre Isabelle, elle-même auteur. Elle créa la situation de ""dépit amoureux""* (publiée dans la revue ""Bouffonneries""). Cette situation fut reprise plus tard par Molière dans ""Le dépit amoureux"" et dans ""Tartuffe"".",fra,train
"第一个暑假里，他与朋友一起徒步游览了威尔士山区，开始在日记里记录下对当地鸟类的观察。大二的时候他报了产科学、物理实验和自然史。当时的自然史教授是罗伯特·詹姆森，他在地质学方面坚持水成论，达尔文当时曾下决心“不再读一本地质方面的书”。1826年11月21日，达尔文申请加入普林尼学会，该会会长之一威廉·布朗是其介绍人，第二个星期与威廉·格里格一起正式入会。布朗和格里格等人不但抱激进的科学主义和反教权主义观点，还认为低等动物与人类的大脑官能并无本质区别。12月5日，达尔文进入了学会的理事会。他经常光顾博物馆，认识了两位在那里工作的博物学家,格蘭特和维利亚姆·马克-吉利弗雷。吉利弗雷则坚定的支持达尔文对鸟类的兴趣，这时期达尔文还向一位黑人学习过鸟类标本的制作。",zho,val
最明顯的例子可舉德國為例，由於德國近20年來各方面鼓勵使用可再生能源，其成效極為卓越，所以在2010年減少了1億2000萬噸的二氧化碳，比2009年還更多1億1100萬噸的二氧化碳)，也因此讓德國提前達到減碳目標（京都議定書要求要減碳相對於1990年低於8%，而德國早於2007即達減少18.4%）。反觀台灣，2006年的二氧化碳排放量相對於1990卻增加了140% (進口能源值亦於同期增加126%)。,zho,test
"De gueules à l'épervier d'argent la tête tournée, becqué et membré d'or, accompagné d'un croissant tourné en chef et de trois molettes deux et une, le tout d'argent.",fra,train
"Se trata de un edificio compuesto de tres volúmenes; una torre y dos cuerpos para vivienda que forman una planta rectangular irregular. Su construcción es de mampostería con refuerzo de sillar en los vértices. La torre posee cuatro alturas. Es visible desde el exterior un considerable número de troneras y aspilleras para arma de fuego. La entrada original a la torre se sitúa desde el interior de la casa adosada, sin embargo muestra una apertura posterior directamente desde la calle. El tejado de la torre está cubierto a dos aguas. La entrada principal a todo el conjunto se realiza desde el cuerpo central, siendo este el de menor altura. Muestra la fachada de este volumen un gran portalón con arco de medio punto realizado en sillar con una pequeña hornacina sobre él. Más arriba, en el segundo piso, se abre una ventana adintelada con bloques monolíticos. En la parte lateral del conjunto, en el tercer volumen, se abren tres ventanas en vertical, cada una en una altura y todas ellas adinteladas, aunque de distinto tamaño.[1]​",spa,train
"Ignacio (Felipe Braun), Martín (Paulo Meza), Nicolás (Pablo Schwartz) y Sebastián (Álvaro Morales), son estudiantes del Conservatorio de la Universidad de Chile, que tienen el gran sueño de conformar una banda de rock y alcanzar el estrellato. Con este propósito deciden vivir juntos y buscar un lugar apropiado para sus planes. A través de un aviso en el diario llegan a una antigua casona que ha sido habilitada como edificio de departamentos. Después de intensas conversaciones y rogativas convencen a la dueño del inmueble, para que les arriende el departamento del tercer piso o mejor conocido como ""La Buhardilla"".",spa,train
邓斯特在2012年上映的电影《在路上》出演了卡米尔（Camille）一角，影片根据傑克·凱魯亞克的同名小说改编。她还在短片《为你争取重访权》（Fight for Your Right Revisited）中客串出镜，该片在2011圣丹斯电影节上首映。2011年9月，邓斯特完成了独立喜剧电影《未婚女子》的拍摄，该片由威爾·法洛和亚当·麦凯（Adam McKay）担任制片人。报道还称她将与克萊夫·歐文和奥兰多·布鲁姆一起出演惊悚片《城市》（Cities）。2014年1月起，邓斯特将与迈克尔·珊农和乔尔·埃哲顿一起出演杰夫·尼科尔斯的科幻剧情片《午夜特别节目》（Midnight Special）。,zho,val
"Lenstra, Arjen K.; Lenstra, H.W. Jr. (Eds.) (1993). The development of the number field sieve. Lecture Notes in Math. 1554. Springer-Verlag.",zho,train
"Ángel se muestra muy preocupado por la seguridad de Cordelia y le exhorta que se vaya a su hogar mientras sea de día cuando al hotel llega James y comienza a pelear contra Ángel. Después de una dura batalla, Ángel estaca a James, pero este último se regenera y aún con luz del sol no muere. Ángel y Cordelia se ven obligados a huir por las alcantarillas. Mientras se esconden, Cordelia recibe una llamada de Wesley, quien le informa que James es invencible por que se removió el corazón, pero que el efecto es tan solo temporal. Antes de poder explicar cuanto tiempo dura, la llamada se interrumpe y los dos son encontrados por James, quien los persigue hasta un metro subterráneo.",spa,test
"Las reservas auríferas atrajo bien pronto a los conquistadores españoles, pero el territorio entraría en su apogeo durante la llamada Colonización antioqueña (siglo XIX),[7]​ en plena consolidación republicana después de la independencia, que se movería hacia el sur ampliando los límites del entonces llamado Estado Soberano de Antioquia.",spa,train
"475年高句麗长寿王南扩占领百济旧都慰禮城（今首尔）。百济文周王再次迁都熊津。西元538年，百濟聖王將都城自熊津（今公州市）遷移至泗沘。660年 唐朝灭亡百济，并在百济故地建立设置了5个都督府：“熊津、马韩、东明、金涟、德安五都督府”，纳入唐王朝直接管理。但随着后来的百济复国运动，唐朝在665年把五个都督府统一合并为熊津都督府。罗唐战争后，唐朝最终退出朝鲜半岛。熊津被统一新罗并入版图之中,新罗在熊津州設置都督府。757年 - 改称熊川。高麗時改称公州。詳见「公州市」。",zho,train
2006年，馬國明憑《本草藥王》、《女人唔易做》、《愛情全保》及《肥田囍事》奪得2006年萬千星輝頒獎典禮的「飛躍進步男藝員」獎項，並憑《愛情全保》首度獲提名角逐2006年萬千星輝頒獎典禮的「最佳男主角」獎項。自始成為無綫電視的重點力捧小生。其中《女人唔易做》以平均33點最高43點的成績獲得全年收視第一名，也在2006年萬千星輝頒獎典禮獲得最佳劇集。,zho,train
"Le village possède en outre un complexe sportif, avec un terrain d'honneur, un terrain de football, un dojo, un skatepark, un terrain de bicross, un plateau d'évolution et un terrain d'aventure.",fra,train
崭新的校园沐浴着朝阳，同学少年蓬勃向上。我们在祖国的怀抱中成长，美丽的校园荟萃着群芳。听书声琅琅啊歌声飞扬，和时代旋律一起交响。我们勤奋进取，我们刻苦朴实，学习优秀体魄健壮。肩负着人民的希望。古老的银杏树伴我们回想，挺拔的银杏树给我们力量。往日峥嵘，多少人才辈出。优良的传统，我们永不忘。看今天崛起啊豪情满腔，要做那振兴中华的栋梁。我们探索开拓，我们献身创新，面向世界憧憬未来。要实现辉煌的理想。,zho,train
"The song was also featured prominently in the 1997 film Grosse Pointe Blank. John Cusack had initially requested an updated version of the song, which led to the band recording a new, slower arrangement that featured saxophones, strings and other instruments. This version of the song was dubbed ""Blister 2000."" However, Cusack eventually decided he wanted to include the original version of the song as well. Because the original master tapes of the band's debut album had long been disposed of, they decided to record a new version of the original 1983 arrangement. Curiously, neither of these rerecorded versions appears in the actual film, although a new music video was created for the new recording of the 1983 arrangement. It features Gordon Gano as a deranged assassin trying to kill Socks the cat in puppet form, interspersed with clips from the film.",eng,train
Ahora sabemos que existió la denuncia por expoliación y que ello dio lugar a un procedimiento independiente en el que la Administración del Estado dictó la resolución.,spa,val
"Tongyangxi, también conocida como el matrimonio de Shim-pua en taiwanés - literalmente hijo o hija política - era una tradición de matrimonio arreglado, en el que una familia pobre arreglaría y casaría su hija preadolescente con una familia rica como sirvienta.[95]​ La niña servía como sirvienta/esclava gratuita, además de ser la hija política del hijo adoptivo de la familia. Este tipo de matrimonio arreglado, en teoría, permitía a la niña a escapar de la pobreza y a la familia rica conseguir mano de obra gratuita y una hija política. Zhaozhui era una costumbre relacionada por el cual una familia rica que carecía de un heredero iba a arreglar el matrimonio de un niño chico de otra familia. El muchacho se movería a la familia rica, asumiría el apellido de la nueva familia, y se casaría con la hija de la familia. Tales matrimonios arreglados ayudaron a mantener la herencia del linaje.[96]​ Matrimonios similares eran comunes para mantener la riqueza de la herencia en países como Corea, Japón y otras partes del Extremo Oriente.[97]​[98]​[99]​",spa,test
北京四中计划在2010年新高一年级组建“北京四中杰出创新后备人才培养道元实验班”，简称“道元班”。该班将面向全市招收30名学生。选拔标准是：学生在某一领域具有浓厚的兴趣甚至达到痴迷、迷恋的程度，有着扎实的基础和超越同龄人的学习潜力，且在此领域具有超常的认知能力、思维能力、敏感性和创造性，并有超乎寻常的学习内在动力。同时参照学生的学习成绩。在2010年3月27日的中招咨询会上，校长刘长铭公开表示，道元创新实验班已通过北京市教委等有关部门审批。,zho,val
自新石器時代就有人居住在斯堪地納維亞半島的大部分地區，並以獵人、收集者及捕魚為生；有距今一萬年前的挖掘出土物為證，如：被火燃燒過的區塊或箭矢尖端，已有人在北挪威地區，找到距今約有六千年的古老的山崖壁畫，這文化的墾荒區域由北延伸至南斯堪的納維亞半島，並到達俄羅斯的白海。考古學者找到約西元前一千五百年至西元後三百年的石棉陶器，這足以解釋薩米文化的特徵，也發現捕獸陷阱，並以這完整的捕獸陷阱系統捕獲馴鹿和駝鹿。西元前555年，古希臘歷史學家Prokopios提到一個名為Skrithfinoi的民族，應為薩米人。,zho,train
"Dès sa réalisation, le Sillon de Bretagne souffre de sa démesure. Les problèmes sociaux, les relations difficiles entre locataires et bailleur issues notamment des fortes charges d'entretien de l'immeuble engendrent dès 1983 l'intervention de l'État au titre de sa politique ""Habitat et vie sociale"". L'immeuble est alors dédensifié, en consacrant les étages 16 à 28 (inclus) à des bureaux. De même, l'immeuble est équipé de nouveaux ascenseurs extérieurs modifiant notablement le profil de l'immeuble afin d'assurer de meilleures circulations.",fra,train
"Coburn became a genuine star following the release of the James Bond parody film Our Man Flint (1966), playing super agent Derek Flint for Fox. The movie was a solid success at the box office.",eng,val
"La Patrie s'inspire, pour la présentation des journaux français et américains contemporains. « Tout en suivant une ligne éditoriale et en offrant des articles d’opinion, le journal a pour principale qualité d’être utile et agréable. La Patrie respire cette philosophie nouvelle et fait place, chaque semaine, à un feuilleton, à un supplément musical, à de la poésie ou à un courrier de la mode, et passe en revue l’actualité locale, nationale et internationale (...). Se voulant populaire, elle en donne au lecteur, comme on dit, pour son argent, et contribue à inventer, dans la presse canadienne-française, ''le journal à bon marché, rempli de renseignements et de nouvelles, politiques aussi bien que variées''».",fra,train
"Ce n'est que sous Charles VII que vint l'appellation d'Île-de-France qui marquait bien encore l'exiguïté de cette « Petite France » dont le géographe Damien de Templeux disait en 1616, qu'elle comprenait les villes de Saint-Denis, Bonneuil, Roissy, Gonesse, Chenevières, Belloy, Cercelles (Sarcelles), Cevran (Sevran), Jaigny, Thieux, Le Tillay, Mitry, Fontenay et autres villages.",fra,train
